48096
Sinn Fein,15.8
Democratic Unionist Party 1,14.5
Democratic Unionist Party 2,14.3
Traditional Unionist Voice 1,12.9
Ulster Unionist Party,12.5
Democratic Unionist Party 3,11.9
Social Democratic and Labour Party,7.3
Alliance Party,5.4
Traditional Unionist Voice 2,3.1
Green Party,1.1
Independent 1,0.9
Independent 2,0.2
