37424
Ulster Unionist Party 1,13.7
Independent 1,0.3
Alliance Party 1,11.2
Alliance Party 2,4.9
NI Conservatives,0.4
Democratic Unionist Party 1,16.0
UK Independence Party,4.2
Democratic Unionist Party 2,10.3
Social Democratic and Labour Party,4.1
Sinn Fein 1,9.9
Green Party,2.1
Democratic Unionist Party 3,8.9
Cross-Community Labour Alternative,1.1
Ulster Unionist Party 2,9.0
Traditional Unionist Voice,4.1
