43053
Sinn Fein 1,17.7
Alliance Party 1,13.0
Social Democratic and Labour Party 1,15.2
Green Party,9.9
Democratic Unionist Party 1,10.5
Democratic Unionist Party 2,10.3
Ulster Unionist Party 1,9.0
Social Democratic and Labour Party 2,4.2
Alliance Party 2,4.8
Cross-Community Labour Alternative,1.2
Traditional Unionist Voice,1.6
People Before Profit Alliance,1.8
Workers Party,0.4
NI Conservatives,0.5
