44662
Sinn Fein 1,20.6
Social Democratic and Labour Party 1,16.2
Sinn Fein 2,16.0
Social Democratic and Labour Party 2,15.6
Democratic Unionist Party,13.4
People Before Profit Alliance,10.7
Ulster Unionist Party,3.7
Alliance Party,2.5
Green Party,0.5
Independent 1,0.4
NI Conservatives,0.2
Independent 2,0.1
