41486
Democratic Unionist Party 1,11.7
Progressive Unionist Party,4.9
People Before Profit Alliance,3.8
Ulster Unionist Party 1,5.8
Democratic Unionist Party 2,10.6
Sinn Fein 1,15.1
Social Democratic and Labour Party 1,13.1
Alliance Party 1,8.4
Democratic Unionist Party 3,9.8
Independent 1,0.2
Sinn Fein 2,14.3
Green Party,1.7
Workers Party,0.6
