45069
Democratic Unionist Party 1,17.8
Ulster Unionist Party 1,15.2
Alliance Party,13.5
Democratic Unionist Party 2,13.3
Democratic Unionist Party 3,10.1
Ulster Unionist Party 2,10.0
Social Democratic and Labour Party,8.4
Sinn Fein,4.0
Traditional Unionist Voice,3.1
Green Party,2.0
Independent 1,1.9
NI Conservatives,0.4
Independent 2,0.2
