42344
Democratic Unionist Party 1,12.2
Democratic Unionist Party 2,10.9
Sinn Fein 1,16.3
Alliance Party,12.5
Ulster Unionist Party 1,14.8
Democratic Unionist Party 3,10.7
Ulster Unionist Party 2,5.9
Social Democratic and Labour Party,9.5
Traditional Unionist Voice,3.2
Green Party,1.2
Independent,1.2
NI Conservatives,0.5
People Before Profit Alliance,1.3
