52174
Democratic Unionist Party 1,17.7
Sinn Fein 1,15.9
Democratic Unionist Party 2,15.0
Sinn Fein 2,11.8
Ulster Unionist Party 1,10.6
Ulster Unionist Party 2,10.0
Social Democratic and Labour Party,9.9
Alliance Party,5.3
Traditional Unionist Voice,2.0
Green Party,1.1
Workers Party,0.4
NI Conservatives,0.2
