49678
Sinn Fein 1,20.6
Democratic Unionist Party,19.3
Sinn Fein 2,16.4
Sinn Fein 3,15.7
Social Democratic and Labour Party,12.9
Ulster Unionist Party,9.1
Traditional Unionist Voice,2.5
Alliance Party,2.0
Independent,0.5
Green Party,0.5
Workers Party,0.4
