44328
Democratic Unionist Party,20.4
Sinn Fein 1,17.4
Sinn Fein 2,17.1
Social Democratic and Labour Party,14.2
Sinn Fein 3,13.6
Ulster Unionist Party,8.2
Alliance Party,2.8
Independent 1,1.9
Traditional Unionist Voice,1.9
Green Party,0.9
Independent 2,0.8
Independent 3,0.2
Independent 4,0.2
Independent 5,0.1
NI Conservatives,0.1
