49399
Sinn Fein 1,20.8
Sinn Fein 2,17.9
Democratic Unionist Party,15.8
Social Democratic and Labour Party 1,14.8
Social Democratic and Labour Party 2,10.3
Alliance Party,9.2
Ulster Unionist Party,8.4
Traditional Unionist Voice,1.3
Green Party,1.0
Independent,0.4
NI Conservatives,0.2
