37739
Democratic Unionist Party 1,21.3
Ulster Unionist Party 1,18.9
Alliance Party,18.6
Democratic Unionist Party 2,16.2
Green Party,13.7
Independent 1,3.3
Ulster Unionist Party 2,2.6
Social Democratic and Labour Party,1.8
NI Conservatives,1.7
Sinn Fein,1.6
Independent 2,0.2
Independent 3,0.1
