54918
Democratic Unionist Party,17.8
Sinn Fein 1,16.7
Social Democratic and Labour Party,16.4
Sinn Fein 2,16.2
Sinn Fein 3,15.4
Ulster Unionist Party,13.2
Alliance Party,2.6
Independent,1.3
Green Party,0.5
