40344
Sinn Fein 1,17.1
Sinn Fein 2,15.7
Sinn Fein 3,15.4
Sinn Fein 4,13.5
People Before Profit Alliance 1,12.2
Democratic Unionist Party,10.1
Social Democratic and Labour Party,8.6
People Before Profit Alliance 2,2.7
Alliance Party,1.9
Ulster Unionist Party,1.2
Workers Party,1.0
Green Party,0.6
