37175
Democratic Unionist Party 1,14.9
Alliance Party 1,14.7
Democratic Unionist Party 2,11.4
Ulster Unionist Party 1,8.2
Alliance Party 2,7.5
Democratic Unionist Party 3,10.4
Green Party,5.9
Alliance Party 3,6.4
Progressive Unionist Party,4.8
Ulster Unionist Party 2,2.9
Independent 1,3.0
Traditional Unionist Voice,2.4
Sinn Fein,2.5
UK Independence Party,1.7
Cross-Community Labour Alternative,1.4
NI Conservatives,1.3
Social Democratic and Labour Party,0.4
NI Labour Representation Committee,0.2
