32639
Ulster Unionist Party 1,14.3
Democratic Unionist Party 1,14.3
Democratic Unionist Party 2,10.4
Democratic Unionist Party 3,12.1
Alliance Party,10.7
Ulster Unionist Party 2,5.2
Social Democratic and Labour Party,8.3
Independent 1,5.6
Democratic Unionist Party 4,6.2
Traditional Unionist Voice,4.3
Green Party,2.8
UK Independence Party,2.3
Sinn Fein,2.0
NI Conservatives,1.0
Independent 2,0.3
