38809
Social Democratic and Labour Party,11.0
Democratic Unionist Party 1,12.0
Ulster Unionist Party,11.4
Sinn Fein 1,11.8
Sinn Fein 2,11.5
Sinn Fein 3,9.2
Sinn Fein 4,9.6
Democratic Unionist Party 2,10.0
Independent 1,4.6
Independent 2,2.1
Independent 3,1.7
Green Party,1.2
Cannabis Is Safer Than Alcohol,1.4
Alliance Party,1.3
Animal Welfare Party,0.6
Independent 4,0.3
Independent 5,0.2
NI Conservatives,0.1
