41075
Democratic Unionist Party,12.3
Ulster Unionist Party,8.47
Sinn Fein 1,12.3
Social Democratic and Labour Party 1,12.3
Sinn Fein 2,10.2
Social Democratic and Labour Party 2,10.4
Social Democratic and Labour Party 3,8.67
Sinn Fein 3,8.6
Alliance Party,5.4
Traditional Unionist Voice,6.6
Independent,2.8
Green Party,2.0
