36723
Sinn Fein 1,14.2
Alliance Party 1,9.1
Social Democratic and Labour Party 1,12.3
Green Party,9.6
Democratic Unionist Party 1,12.3
Democratic Unionist Party 2,9.7
Ulster Unionist Party 1,6.7
Social Democratic and Labour Party 2,7.7
Alliance Party 2,7.3
UK Independence Party,2.2
Labour Alternative,2.4
Traditional Unionist Voice,1.3
Independent,1.3
Progressive Unionist Party,1.2
South Belfast Unionists,1.0
NI Labour Representation Committee,0.7
Workers Party,0.7
NI Conservatives,0.4
