34399
Democratic Unionist Party 1,13.5
Democratic Unionist Party 2,13.3
Democratic Unionist Party 3,10.1
Ulster Unionist Party 3,9.5
Social Democratic and Labour Party,9.5
Sinn Fein 1,11.6
Sinn Fein 2,10.2
Ulster Unionist Party 1,5.2
Progressive Unionist Party,3.9
Alliance Party,3.7
Traditional Unionist Voice,3.5
Ulster Unionist Party 2,3.1
Green Party,1.3
UK Independence Party,0.8
NI Conservatives 1,0.6
Independent 2,0.2
NI Conservatives 2,0.1
