32229
Democratic Unionist Party 1,19.7
Democratic Unionist Party 2,12.4
Green Party,12.7
Ulster Unionist Party 1,10.2
Democratic Unionist Party 3,9.6
Alliance Party 1,9.3
Alliance Party 2,7.4
Ulster Unionist Party 2,4.6
Independent,4.4
UK Independence Party,2.1
NI Conservatives,2.1
Traditional Unionist Voice,1.9
Social Democratic and Labour Party,1.3
Sinn Fein,1.0
Ulster Unionist Party 3,0.7
NI Labour Representation Committee,0.5
