40998
Traditional Unionist Voice 1,13.2
Democratic Unionist Party 1,13.2
Democratic Unionist Party 2,13.1
Democratic Unionist Party 3,8.9
Ulster Unionist Party 1,8.7
Sinn Fein,12.9
Social Democratic and Labour Party,7.5
Democratic Unionist Party 4,7.8
Traditional Unionist Voice 2,4.8
Alliance Party,3.2
UK Independence Party,2.5
Ulster Unionist Party 2,2.0
Green Party,1.2
NI Labour Representation Committee,0.6
NI Conservatives,0.2
