38853
Democratic Unionist Party 1,13.8
Alliance Party,9.5
Ulster Unionist Party 1,11.3
Ulster Unionist Party 2,10.0
Democratic Unionist Party 2,11.9
Democratic Unionist Party 3,10.9
Democratic Unionist Party 4,10.5
Social Democratic and Labour Party,7.5
Green Party,2.9
Traditional Unionist Voice,3.3
Sinn Fein,2.7
Independent 1,2.1
UK Independence Party,2.0
NI Conservatives,0.9
NI Labour Representation Committee,0.4
Democracy First,0.3

