39702
Democratic Unionist Party,11.9
Sinn Fein 1,8.1
Social Democratic and Labour Party 1,10.6
Social Democratic and Labour Party 2,12.6
Sinn Fein 2,12.7
People Before Profit Alliance,10.5
Independent 1,8.6
Social Democratic and Labour Party 3,6.8
Sinn Fein 3,7.7
Ulster Unionist Party,3.6
Independent 2,3.0
Independent 3,2.3
Cannabis Is Safer Than Alcohol,0.7
Alliance Party,0.6
Green Party,0.4
NI Conservatives,0.1
