32411
Democratic Unionist Party 1,18.2
Democratic Unionist Party 2,10.7
Ulster Unionist Party 1,11.9
Alliance Party 1,9.6
Democratic Unionist Party 3,7.2
Sinn Fein,8.1
UK Independence Party,6.8
Ulster Unionist Party 2,6.1
Alliance Party 2,5.0
Traditional Unionist Voice,5.1
Social Democratic and Labour Party,3.8
Green Party,2.1
Ulster Unionist Party 3,2.2
Labour Alternative,1.7
Progressive Unionist Party,1.4
